date,on_stream_hours,choke_size_percentage,bottomhole_pressure_psi,bottomhole_temperature_f,wellhead_pressure_psi,wellhead_temperature_f,oil_volume_bbl,gas_volume_mscf,water_volume_bbl,water_cut_percentage,gor_mscf_bbl
2023-09-05,24.0,39.38,2864.9,180.3,2123.6,89.6,1652.42,1983.81,133.26,7.46,1.2005
2023-09-06,24.0,39.95,2806.4,180.4,2047.9,87.5,1568.28,1952.57,127.14,7.5,1.245
2023-09-07,24.0,42.42,2858.8,180.5,2051.6,86.7,1749.15,2199.98,142.55,7.54,1.2577
2023-09-08,24.0,40.43,2832.5,179.8,2079.1,87.5,1644.18,2152.26,134.7,7.57,1.309
2023-09-09,24.0,43.2,2823.7,179.9,2018.0,92.0,1792.25,2116.18,147.61,7.61,1.1807
2023-09-10,24.0,42.1,2802.0,180.6,2020.1,90.0,1738.49,2264.51,143.94,7.65,1.3026
2023-09-11,24.0,40.18,2835.3,179.4,2074.1,88.7,1618.18,1996.27,134.69,7.68,1.2337
2023-09-12,24.0,39.83,2861.9,180.2,2119.3,89.9,1608.71,1838.15,134.61,7.72,1.1426
2023-09-13,24.0,42.64,2790.8,179.6,1999.7,88.3,1658.32,2092.21,139.49,7.76,1.2616
2023-09-14,24.0,42.61,2835.4,180.6,2024.9,88.2,1761.87,2360.44,148.99,7.8,1.3397
2023-09-15,24.0,41.21,2824.3,180.0,2057.1,85.4,1685.54,2213.93,143.29,7.84,1.3135
2023-09-16,24.0,39.27,2850.0,180.0,2104.9,88.8,1641.84,2053.82,140.32,7.87,1.2509
2023-09-17,24.0,39.11,2852.6,180.9,2112.3,88.2,1576.75,2091.09,135.47,7.91,1.3262
2023-09-18,24.0,36.12,2872.0,179.5,2182.5,86.4,1493.5,1890.6,129.0,7.95,1.2659
2023-09-19,24.0,34.17,2866.7,180.1,2218.8,82.1,1356.66,1785.16,117.8,7.99,1.3158
2023-09-20,24.0,36.48,2854.5,179.9,2150.5,83.1,1399.02,1610.24,122.13,8.03,1.151
2023-09-21,24.0,38.46,2820.9,180.3,2083.0,84.9,1555.37,1834.64,136.5,8.07,1.1796
2023-09-22,24.0,38.27,2850.4,181.0,2137.5,85.4,1531.7,1993.47,135.14,8.11,1.3015
2023-09-23,24.0,37.57,2872.9,179.7,2155.8,88.6,1487.82,2008.99,131.97,8.15,1.3503
2023-09-24,24.0,37.66,2818.1,179.4,2118.2,87.9,1549.47,1990.64,138.17,8.19,1.2847
2023-09-25,24.0,41.18,2804.6,179.6,2017.0,88.1,1703.34,2092.16,152.7,8.23,1.2283
2023-09-26,24.0,41.79,2807.2,179.9,2035.7,89.7,1689.86,2037.65,152.31,8.27,1.2058
2023-09-27,24.0,43.16,2800.3,180.0,1989.4,89.2,1733.62,2149.87,157.08,8.31,1.2401
2023-09-28,24.0,42.85,2812.1,180.1,2000.7,90.5,1728.52,2308.26,157.46,8.35,1.3354
2023-09-29,24.0,42.94,2794.6,180.9,1993.9,88.4,1706.06,2113.58,156.25,8.39,1.2389
2023-09-30,24.0,43.91,2783.1,180.8,1958.6,91.9,1786.2,2371.28,164.46,8.43,1.3276
2023-10-01,24.0,44.1,2801.7,180.7,1977.9,89.6,1717.9,2234.96,159.02,8.47,1.301
2023-10-02,24.0,41.26,2816.5,181.3,2040.5,90.1,1621.21,2215.37,150.87,8.51,1.3665
2023-10-03,24.0,43.18,2798.1,180.4,2003.3,89.6,1705.11,2170.24,159.53,8.56,1.2728
2023-10-04,24.0,42.25,2797.8,180.6,2024.8,88.4,1712.51,2152.74,161.09,8.6,1.2571
2023-10-05,24.0,45.42,2784.3,180.4,1956.0,94.2,1808.67,2406.62,171.05,8.64,1.3306
2023-10-06,24.0,46.45,2750.2,180.3,1875.9,92.8,1910.09,2301.89,181.61,8.68,1.2051
2023-10-07,24.0,46.56,2746.0,180.2,1884.3,92.1,1892.17,2339.74,180.87,8.72,1.2365
2023-10-08,24.0,47.22,2762.6,179.8,1870.2,94.2,1856.84,2148.45,178.45,8.77,1.157
2023-10-09,24.0,47.05,2727.1,179.4,1859.7,90.9,1902.9,2258.36,183.86,8.81,1.1868
2023-10-10,24.0,46.33,2757.4,179.9,1899.3,94.1,1833.36,2539.62,178.09,8.85,1.3852
2023-10-11,24.0,46.64,2747.6,180.3,1897.4,92.4,1877.0,2455.66,183.32,8.9,1.3083
2023-10-12,24.0,47.96,2719.4,180.0,1844.6,94.5,1943.36,2293.27,190.82,8.94,1.1801
2023-10-13,24.0,47.27,2730.8,179.5,1865.4,90.8,1923.5,2580.55,189.89,8.99,1.3416
2023-10-14,24.0,46.33,2749.3,179.9,1901.9,91.9,1850.35,2257.13,183.65,9.03,1.2198
2023-10-15,24.0,45.8,2769.5,179.9,1906.8,92.1,1878.52,2447.89,187.46,9.07,1.3031
2023-10-16,24.0,47.23,2731.5,180.0,1863.1,94.6,1892.05,2470.09,189.83,9.12,1.3055
2023-10-17,24.0,49.41,2740.9,180.2,1833.0,95.6,1965.74,2693.91,198.29,9.16,1.3704
2023-10-18,24.0,49.95,2718.0,180.4,1810.9,94.4,1968.42,2426.96,199.63,9.21,1.2329
2023-10-19,24.0,50.82,2728.5,179.7,1804.8,96.1,1987.93,2423.78,202.7,9.25,1.2192
2023-10-20,24.0,49.88,2706.1,180.5,1821.3,96.8,1990.95,2185.05,204.11,9.3,1.0975
2023-10-21,24.0,51.19,2702.6,180.6,1789.4,95.5,2028.89,2557.65,209.12,9.34,1.2606
2023-10-22,24.0,52.02,2701.0,180.2,1756.6,96.0,2066.62,2716.58,214.17,9.39,1.3145
2023-10-23,24.0,50.96,2700.1,180.3,1780.3,92.8,2031.54,2688.25,211.67,9.44,1.3233
2023-10-24,24.0,48.27,2737.3,180.5,1853.1,93.4,1914.55,2574.39,200.57,9.48,1.3446
2023-10-25,24.0,46.44,2703.3,179.5,1861.2,89.9,1904.83,2450.9,200.63,9.53,1.2867
2023-10-26,24.0,45.44,2779.5,180.5,1940.3,91.6,1771.14,2291.18,187.56,9.58,1.2936
2023-10-27,24.0,47.18,2740.9,179.6,1860.1,94.5,1873.29,2377.92,199.46,9.62,1.2694
2023-10-28,24.0,49.51,2705.5,179.7,1821.3,91.5,1938.49,2545.18,207.52,9.67,1.313
2023-10-29,24.0,48.85,2703.9,180.1,1840.2,96.0,1825.33,2206.77,196.47,9.72,1.209
2023-10-30,24.0,48.24,2702.8,178.9,1830.9,93.3,1886.99,2224.71,204.21,9.77,1.179
2023-10-31,24.0,48.63,2721.1,180.1,1836.0,94.0,1872.45,2273.62,203.74,9.81,1.2142
2023-11-01,24.0,48.65,2725.0,180.5,1842.7,93.3,1904.85,2438.14,208.4,9.86,1.28
2023-11-02,4.0,50.05,2695.2,179.2,1806.1,63.3,326.59,387.42,35.92,9.91,1.1863
2023-11-03,24.0,49.26,2719.3,180.5,1823.0,93.3,1943.16,2383.85,214.91,9.96,1.2268
2023-11-04,24.0,50.69,2676.4,179.7,1781.4,98.6,1961.4,2417.18,218.11,10.01,1.2324
2023-11-05,24.0,50.33,2675.4,180.1,1782.7,93.6,1950.88,2575.88,218.12,10.06,1.3204
2023-11-06,24.0,51.61,2707.4,179.7,1799.5,93.7,2043.53,2676.62,229.73,10.11,1.3098
2023-11-07,24.0,51.2,2691.1,180.3,1769.2,96.1,1965.45,2503.62,222.16,10.16,1.2738
2023-11-08,24.0,50.28,2709.3,180.5,1781.3,95.1,1888.23,2447.86,214.6,10.21,1.2964
2023-11-09,24.0,53.15,2651.3,180.3,1697.5,96.7,2077.03,2705.77,237.34,10.26,1.3027
2023-11-10,24.0,54.75,2636.3,180.0,1674.2,98.3,2176.72,2722.78,250.09,10.31,1.2509
2023-11-11,24.0,52.06,2665.0,179.8,1750.4,97.4,2052.73,2539.36,237.14,10.36,1.2371
2023-11-12,24.0,51.39,2662.2,180.0,1743.6,95.1,2004.16,2744.84,232.79,10.41,1.3696
2023-11-13,24.0,53.2,2669.4,180.3,1720.4,97.5,2117.43,2356.54,247.3,10.46,1.1129
2023-11-14,24.0,51.4,2660.7,180.3,1755.8,97.5,2037.62,2495.63,239.28,10.51,1.2248
2023-11-15,24.0,52.56,2643.9,180.3,1707.9,95.3,2024.16,2551.26,239.0,10.56,1.2604
2023-11-16,24.0,53.56,2654.4,179.4,1700.5,94.0,2085.06,2727.52,247.54,10.61,1.3081
2023-11-17,24.0,52.51,2640.1,180.0,1704.2,97.8,2044.35,2751.8,244.04,10.66,1.3461
2023-11-18,24.0,52.5,2631.3,179.7,1722.2,100.5,2026.87,2823.08,243.28,10.72,1.3928
2023-11-19,24.0,49.36,2684.1,180.3,1816.2,94.5,1950.92,2466.17,235.45,10.77,1.2641
2023-11-20,24.0,52.02,2633.4,179.6,1704.4,96.7,2002.53,2548.62,243.0,10.82,1.2727
2023-11-21,24.0,51.55,2673.8,180.2,1753.4,95.6,1969.23,2547.93,240.27,10.87,1.2939
2023-11-22,24.0,52.76,2630.3,179.9,1719.2,99.3,1928.56,2392.73,236.6,10.93,1.2407
2023-11-23,24.0,53.68,2609.0,179.1,1679.3,97.5,2034.85,2443.37,251.02,10.98,1.2008
2023-11-24,24.0,55.72,2620.7,180.5,1642.4,98.7,2088.18,2650.37,259.01,11.03,1.2692
2023-11-25,24.0,55.07,2631.3,180.0,1649.8,99.9,2116.2,2797.57,263.93,11.09,1.322
2023-11-26,24.0,55.37,2632.8,180.6,1672.4,98.0,2074.59,2611.59,260.16,11.14,1.2588
2023-11-27,24.0,56.21,2620.1,179.2,1641.8,97.4,2184.76,2844.12,275.49,11.2,1.3018
2023-11-28,24.0,57.52,2589.9,179.9,1582.0,101.6,2255.91,2613.58,286.03,11.25,1.1585
2023-11-29,24.0,59.25,2601.4,179.9,1585.7,100.6,2270.16,2901.72,289.42,11.31,1.2782
2023-11-30,24.0,58.54,2609.6,180.1,1575.2,99.5,2198.18,2748.97,281.79,11.36,1.2506
2023-12-01,24.0,57.54,2583.9,179.3,1590.5,103.4,2215.03,2651.35,285.51,11.42,1.197
2023-12-02,24.0,59.58,2581.7,180.3,1553.6,101.4,2365.0,3123.56,306.52,11.47,1.3207
2023-12-03,24.0,56.52,2603.5,181.0,1638.6,100.3,2228.48,3108.08,290.42,11.53,1.3947
2023-12-04,24.0,58.88,2590.9,180.2,1571.3,101.3,2185.02,2930.56,286.33,11.59,1.3412
2023-12-05,24.0,58.43,2586.9,180.0,1576.6,99.6,2164.81,2913.04,285.24,11.64,1.3456
2023-12-06,24.0,58.42,2587.8,179.3,1566.3,101.9,2151.4,2847.89,285.04,11.7,1.3237
2023-12-07,24.0,57.4,2605.4,179.6,1602.1,100.6,2136.62,2815.98,284.65,11.76,1.318
2023-12-08,24.0,57.32,2578.4,180.0,1584.9,99.1,2192.85,2552.21,293.75,11.81,1.1639
2023-12-09,24.0,59.23,2589.7,179.7,1559.5,102.1,2227.54,2828.63,300.05,11.87,1.2698
2023-12-10,24.0,60.39,2585.3,180.5,1544.6,101.5,2256.27,2957.8,305.6,11.93,1.3109
2023-12-11,24.0,61.13,2585.6,180.3,1507.6,101.1,2369.26,3109.31,322.68,11.99,1.3124
2023-12-12,24.0,61.26,2526.6,181.3,1479.7,101.1,2348.85,3206.34,321.67,12.05,1.3651
2023-12-13,24.0,59.09,2572.2,179.5,1557.8,101.8,2163.73,2625.59,297.96,12.1,1.2135
2023-12-14,24.0,57.82,2554.3,180.0,1570.9,99.9,2233.41,2948.03,309.25,12.16,1.32
2023-12-15,24.0,57.31,2550.2,179.3,1573.5,102.4,2191.11,2658.15,305.08,12.22,1.2132
2023-12-16,24.0,58.0,2582.2,178.9,1583.4,100.5,2216.56,2804.24,310.33,12.28,1.2651
2023-12-17,24.0,58.1,2572.0,180.4,1571.7,99.5,2170.51,2768.66,305.57,12.34,1.2756
2023-12-18,24.0,59.58,2569.4,180.2,1548.7,101.9,2241.09,2991.8,317.25,12.4,1.335
2023-12-19,24.0,60.29,2565.3,179.6,1538.6,100.3,2184.74,2900.93,310.99,12.46,1.3278
2023-12-20,24.0,60.37,2574.9,180.0,1542.9,102.1,2315.26,2979.72,331.39,12.52,1.287
2023-12-21,24.0,63.78,2528.4,179.7,1446.4,105.1,2354.53,2696.28,338.88,12.58,1.1451
2023-12-22,24.0,64.39,2565.4,179.8,1473.3,105.4,2381.34,3116.2,344.65,12.64,1.3086
2023-12-23,24.0,63.74,2530.1,179.8,1456.5,106.6,2354.84,2981.13,342.7,12.7,1.266
2023-12-24,24.0,66.53,2529.6,179.6,1419.9,110.5,2590.24,3555.1,379.05,12.77,1.3725
2023-12-25,24.0,68.33,2451.4,179.6,1349.0,108.8,2531.46,3453.67,372.51,12.83,1.3643
2023-12-26,24.0,71.06,2483.6,179.7,1292.7,111.5,2716.2,3332.06,401.91,12.89,1.2267
2023-12-27,24.0,100.0,2227.9,180.2,734.0,133.8,3747.01,5047.78,557.52,12.95,1.3471
2023-12-28,24.0,100.0,2200.2,178.6,741.5,128.5,3683.68,4976.25,551.15,13.01,1.3509
2023-12-29,24.0,98.52,2246.3,179.9,754.3,129.2,3612.85,4848.66,543.55,13.08,1.3421
2023-12-30,24.0,97.78,2240.2,179.5,794.0,127.7,3610.88,4817.36,546.28,13.14,1.3341
2023-12-31,24.0,95.97,2266.7,179.5,813.1,128.4,3580.85,4822.9,544.75,13.2,1.3469
2024-01-01,24.0,98.35,2252.9,179.7,781.5,129.3,3716.53,5221.84,568.53,13.27,1.405
2024-01-02,24.0,97.22,2223.3,180.0,781.2,126.8,3592.85,4574.88,552.67,13.33,1.2733
2024-01-03,24.0,95.9,2270.1,179.9,804.8,127.1,3538.83,4410.39,547.39,13.4,1.2463
2024-01-04,24.0,93.92,2269.7,179.5,859.2,127.3,3436.6,4661.95,534.54,13.46,1.3566
2024-01-05,24.0,92.76,2297.9,180.4,904.4,123.0,3369.95,3977.56,527.09,13.53,1.1803
2024-01-06,24.0,92.02,2279.3,179.5,875.9,123.2,3334.58,4492.69,524.46,13.59,1.3473
2024-01-07,24.0,91.94,2274.7,179.6,877.2,122.9,3484.09,4655.28,551.03,13.66,1.3362
2024-01-08,24.0,90.97,2288.7,180.1,874.1,124.2,3342.15,3846.42,531.53,13.72,1.1509
2024-01-09,24.0,88.57,2307.8,180.2,958.6,123.9,3257.16,4106.45,520.9,13.79,1.2607
2024-01-10,24.0,86.3,2313.3,179.7,991.5,117.4,3156.59,4432.85,507.63,13.85,1.4043
2024-01-11,24.0,87.32,2306.5,178.5,946.4,121.3,3213.96,3880.52,519.74,13.92,1.2074
2024-01-12,24.0,87.14,2295.8,179.6,941.5,119.6,3249.0,4279.18,528.34,13.99,1.3171
2024-01-13,24.0,88.11,2298.7,180.1,928.9,123.2,3226.74,3993.05,527.64,14.05,1.2375
2024-01-14,24.0,89.28,2304.8,180.3,939.4,122.1,3311.05,4159.57,544.45,14.12,1.2563
2024-01-15,24.0,89.51,2289.5,180.0,930.8,122.9,3398.62,4855.61,561.97,14.19,1.4287
2024-01-16,24.0,87.66,2320.3,179.8,955.1,121.4,3181.01,4164.42,528.93,14.26,1.3092
2024-01-17,24.0,87.94,2298.9,181.1,956.1,123.2,3213.44,4295.2,537.3,14.33,1.3366
2024-01-18,4.0,90.04,2262.2,179.8,905.8,73.6,559.88,727.14,94.14,14.39,1.2987
2024-01-19,24.0,89.37,2296.8,180.3,924.7,120.9,3387.86,4080.29,572.81,14.46,1.2044
2024-01-20,24.0,89.88,2272.5,179.3,920.5,121.5,3223.33,3957.83,548.04,14.53,1.2279
2024-01-21,24.0,89.86,2278.0,179.5,901.3,123.4,3189.72,4407.03,545.35,14.6,1.3816
2024-01-22,24.0,91.92,2282.4,180.3,895.2,123.1,3374.98,4435.86,580.25,14.67,1.3143
2024-01-23,24.0,90.9,2253.4,180.5,880.5,125.0,3328.09,4181.77,575.39,14.74,1.2565
2024-01-24,24.0,92.64,2258.2,179.8,881.4,126.5,3443.35,4493.56,598.65,14.81,1.305
2024-01-25,24.0,92.07,2258.5,179.1,862.1,123.6,3409.41,4601.49,596.06,14.88,1.3496
2024-01-26,24.0,91.03,2276.7,179.9,891.5,122.6,3329.4,4443.12,585.33,14.95,1.3345
2024-01-27,24.0,91.2,2276.5,180.1,893.0,123.4,3405.03,4272.07,601.97,15.02,1.2546
2024-01-28,24.0,91.71,2262.3,180.0,879.7,124.4,3305.47,3977.1,587.64,15.09,1.2032
2024-01-29,24.0,94.58,2228.8,179.7,828.4,126.7,3467.75,4446.74,619.94,15.17,1.2823
2024-01-30,24.0,95.06,2236.3,179.9,806.3,123.2,3383.52,4672.24,608.27,15.24,1.3809
2024-01-31,24.0,95.35,2245.7,179.6,817.9,125.3,3472.73,4734.63,627.8,15.31,1.3634
2024-02-01,24.0,97.74,2204.9,179.4,769.6,127.8,3456.02,4623.85,628.28,15.38,1.3379
2024-02-02,24.0,98.64,2192.9,180.4,745.6,127.9,3509.91,4565.76,641.65,15.46,1.3008
2024-02-03,24.0,97.68,2209.3,180.0,774.7,124.1,3673.51,4690.19,675.32,15.53,1.2768
2024-02-04,24.0,99.71,2186.6,179.9,719.6,127.0,3490.86,4547.11,645.33,15.6,1.3026
2024-02-05,24.0,98.6,2173.6,179.7,741.6,127.1,3564.41,4865.59,662.62,15.68,1.365
2024-02-06,24.0,97.63,2203.9,179.9,762.0,128.2,3600.34,4958.87,673.05,15.75,1.3773
2024-02-07,24.0,96.35,2189.1,180.1,779.7,126.8,3647.98,4724.8,685.78,15.82,1.2952
2024-02-08,24.0,94.95,2224.9,180.9,831.0,125.5,3451.28,5091.89,652.44,15.9,1.4754
2024-02-09,24.0,95.45,2202.2,180.3,815.5,128.0,3470.62,4571.86,659.78,15.97,1.3173
2024-02-10,24.0,95.06,2216.6,179.7,824.5,127.7,3440.41,4428.76,657.7,16.05,1.2873
2024-02-11,24.0,89.84,2262.5,179.7,902.7,123.1,3315.08,4649.29,637.29,16.12,1.4025
2024-02-12,24.0,89.44,2295.4,179.6,935.8,122.8,3257.18,3812.2,629.67,16.2,1.1704
2024-02-13,24.0,88.67,2274.8,179.9,931.3,120.8,3161.88,4225.38,614.68,16.28,1.3364
2024-02-14,0.0,90.0,2272.2,179.6,909.3,58.9,0.0,0.0,0.0,0.0,0.0
2024-02-15,24.0,89.16,2285.4,180.2,926.2,119.9,3181.68,4449.78,625.49,16.43,1.3986
2024-02-16,24.0,92.97,2233.0,178.7,866.6,124.7,3238.89,4366.64,640.31,16.51,1.3482
2024-02-17,24.0,95.06,2212.0,180.3,823.8,127.7,3309.45,4366.88,657.93,16.58,1.3195
2024-02-18,24.0,94.48,2195.2,180.1,820.0,128.2,3381.15,4582.52,675.95,16.66,1.3553
2024-02-19,24.0,96.2,2194.5,180.6,785.3,127.0,3461.13,4300.96,695.83,16.74,1.2426
2024-02-20,24.0,96.99,2177.9,180.4,770.0,128.6,3546.03,4882.26,716.9,16.82,1.3768
2024-02-21,24.0,97.34,2178.7,179.7,770.2,123.9,3534.01,4328.96,718.48,16.9,1.2249
2024-02-22,24.0,98.55,2202.0,180.4,750.1,128.3,3535.25,4718.73,722.76,16.97,1.3348
2024-02-23,24.0,98.63,2173.8,179.9,753.9,128.4,3601.12,4739.12,740.36,17.05,1.316
2024-02-24,24.0,98.99,2154.9,179.0,723.6,131.5,3540.66,4246.4,732.02,17.13,1.1993
2024-02-25,24.0,100.0,2179.4,180.1,730.4,130.6,3480.87,4586.83,723.7,17.21,1.3177
2024-02-26,24.0,100.0,2171.9,179.7,701.1,130.7,3462.52,4613.34,723.93,17.29,1.3324
2024-02-27,24.0,100.0,2171.5,180.0,718.3,130.7,3658.66,4649.58,769.24,17.37,1.2708
2024-02-28,24.0,99.32,2130.5,180.8,740.6,129.6,3381.27,4228.88,714.91,17.45,1.2507
2024-02-29,24.0,96.28,2213.0,180.1,803.0,129.7,3415.27,4585.22,726.15,17.53,1.3426
2024-03-01,24.0,99.22,2150.7,179.5,743.5,126.0,3741.63,5011.89,800.01,17.62,1.3395
2024-03-02,24.0,98.82,2172.7,180.5,734.6,129.4,3546.42,4712.02,762.54,17.7,1.3287
2024-03-03,24.0,99.62,2191.3,180.2,737.0,131.4,3525.06,4627.53,762.2,17.78,1.3128
2024-03-04,24.0,100.0,2181.6,179.4,740.0,127.2,3430.68,4376.86,745.96,17.86,1.2758
2024-03-05,24.0,100.0,2133.4,179.2,717.5,131.3,3662.27,5371.82,800.79,17.94,1.4668
2024-03-06,24.0,99.71,2127.6,179.5,718.4,128.7,3620.12,4698.83,796.03,18.03,1.298
2024-03-07,24.0,100.0,2167.2,180.4,738.7,130.2,3590.33,4514.41,793.91,18.11,1.2574
2024-03-08,24.0,100.0,2146.7,179.8,705.2,128.8,3538.94,4669.91,786.95,18.19,1.3196
2024-03-09,24.0,100.0,2135.9,180.0,710.1,131.4,3576.61,4667.51,799.8,18.28,1.305
2024-03-10,24.0,97.72,2169.8,179.3,738.8,128.0,3442.33,4450.54,774.1,18.36,1.2929
2024-03-11,24.0,99.52,2142.4,180.4,710.0,130.9,3445.28,4960.36,779.12,18.44,1.4398
2024-03-12,24.0,100.0,2150.4,179.0,727.5,130.7,3595.16,4462.84,817.58,18.53,1.2413
2024-03-13,24.0,97.94,2156.2,179.7,739.1,127.4,3448.83,4544.35,788.71,18.61,1.3176
2024-03-14,24.0,98.67,2159.0,180.2,746.2,129.8,3511.48,4372.01,807.56,18.7,1.2451
2024-03-15,24.0,95.58,2158.3,179.4,799.7,125.9,3355.39,4292.96,776.0,18.78,1.2794
2024-03-16,24.0,99.09,2163.8,180.3,732.6,129.5,3516.57,5024.0,817.85,18.87,1.4287
2024-03-17,24.0,97.44,2165.0,179.6,763.8,127.7,3422.53,4562.0,800.45,18.95,1.3329
2024-03-18,24.0,99.85,2143.7,179.4,724.1,131.2,3499.17,4667.86,822.98,19.04,1.334
2024-03-19,24.0,98.63,2125.8,180.6,715.7,129.9,3462.16,4348.03,818.85,19.13,1.2559
2024-03-20,24.0,99.48,2160.2,180.1,721.4,129.6,3693.31,4753.0,878.44,19.21,1.2869
2024-03-21,24.0,98.11,2144.2,180.3,731.8,127.6,3491.22,5014.15,835.04,19.3,1.4362
2024-03-22,0.0,99.6,2142.2,180.5,714.4,58.1,0.0,0.0,0.0,0.0,0.0
2024-03-23,24.0,99.25,2128.1,178.7,727.2,129.7,3469.97,4494.32,839.32,19.48,1.2952
2024-03-24,24.0,99.95,2130.1,180.3,704.8,129.0,3470.68,4673.1,844.21,19.57,1.3465
2024-03-25,24.0,99.97,2129.3,179.6,709.8,127.2,3415.26,4559.8,835.4,19.65,1.3351
2024-03-26,24.0,97.93,2097.7,179.7,717.8,126.6,3525.58,4459.05,867.24,19.74,1.2648
2024-03-27,24.0,98.68,2141.6,180.2,744.9,131.5,3377.35,4364.07,835.45,19.83,1.2922
2024-03-28,24.0,97.93,2167.2,179.8,746.9,127.6,3534.07,5168.31,879.13,19.92,1.4624
2024-03-29,24.0,99.49,2132.1,180.3,733.1,131.3,3392.05,4555.77,848.55,20.01,1.3431
2024-03-30,24.0,99.14,2111.3,180.0,716.5,128.9,3508.52,4264.71,882.62,20.1,1.2155
2024-03-31,24.0,99.03,2135.1,180.1,711.5,131.2,3331.1,4498.95,842.7,20.19,1.3506
2024-04-01,24.0,100.0,2132.3,179.8,709.1,131.8,3440.98,4827.94,875.4,20.28,1.4031
2024-04-02,24.0,100.0,2123.0,179.5,697.0,128.8,3470.43,4367.26,887.86,20.37,1.2584
2024-04-03,24.0,100.0,2113.0,179.6,710.2,127.0,3424.7,4413.59,881.08,20.46,1.2888
2024-04-04,24.0,99.57,2112.8,179.9,707.7,126.8,3436.76,4862.31,889.16,20.55,1.4148
2024-04-05,24.0,99.01,2116.0,180.9,721.0,128.1,3414.95,4510.91,888.49,20.65,1.3209
2024-04-06,24.0,97.78,2138.8,180.7,740.9,131.3,3435.61,4491.25,898.89,20.74,1.3073
2024-04-07,24.0,96.84,2113.6,179.7,743.5,127.2,3206.24,3945.95,843.59,20.83,1.2307
2024-04-08,24.0,96.43,2131.3,180.0,751.4,127.7,3291.59,4568.23,870.92,20.92,1.3878
2024-04-09,0.0,99.38,2136.0,179.9,729.2,62.0,0.0,0.0,0.0,0.0,0.0
2024-04-10,24.0,99.08,2137.8,180.1,724.0,129.5,3453.54,4053.75,924.08,21.11,1.1738
2024-04-11,24.0,97.24,2104.7,180.1,737.1,128.2,3434.22,4175.37,924.07,21.2,1.2158
2024-04-12,24.0,97.3,2108.2,180.3,738.6,129.0,3399.35,4358.79,919.83,21.3,1.2822
2024-04-13,24.0,97.57,2117.8,178.5,733.4,128.7,3282.3,4095.42,893.16,21.39,1.2477
2024-04-14,24.0,97.63,2133.7,180.2,741.9,128.2,3398.53,4271.19,929.98,21.48,1.2568
2024-04-15,24.0,98.83,2082.1,179.8,712.4,128.1,3399.48,5019.31,935.47,21.58,1.4765
2024-04-16,24.0,98.93,2106.7,179.6,707.0,129.4,3547.5,4846.26,981.69,21.67,1.3661
2024-04-17,24.0,100.0,2090.7,180.4,688.0,131.6,3482.53,4006.83,969.13,21.77,1.1506
2024-04-18,24.0,98.83,2125.9,180.7,739.0,131.9,3420.13,4436.13,957.12,21.87,1.2971
2024-04-19,24.0,100.0,2070.4,180.3,686.5,130.4,3467.87,4565.88,975.93,21.96,1.3166
2024-04-20,24.0,100.0,2095.7,179.7,693.1,131.1,3451.38,4220.48,976.75,22.06,1.2228
2024-04-21,24.0,100.0,2087.3,179.5,682.3,130.4,3446.77,4675.18,980.93,22.15,1.3564
2024-04-22,24.0,98.82,2123.5,178.5,733.0,129.0,3355.69,3971.23,960.37,22.25,1.1834
2024-04-23,24.0,99.53,2103.6,180.1,697.2,130.4,3431.48,4776.93,987.58,22.35,1.3921
2024-04-24,24.0,100.0,2080.9,180.3,693.5,131.8,3473.06,4921.02,1005.16,22.45,1.4169
2024-04-25,4.0,100.0,2101.4,179.9,683.4,70.3,579.67,855.21,168.71,22.54,1.4753
2024-04-26,24.0,97.51,2101.5,180.5,743.5,126.1,3380.59,4110.64,989.43,22.64,1.216
2024-04-27,24.0,96.38,2130.2,179.3,773.3,126.7,3375.89,4142.5,993.6,22.74,1.2271
2024-04-28,24.0,94.24,2127.6,179.9,795.7,126.3,3273.85,4463.16,968.98,22.84,1.3633
2024-04-29,24.0,93.27,2153.6,179.9,799.1,126.6,3206.25,4466.98,954.3,22.94,1.3932
2024-04-30,24.0,91.65,2156.1,179.9,847.1,122.7,3037.74,4156.83,909.23,23.04,1.3684
2024-05-01,24.0,94.18,2177.1,180.6,801.9,122.2,3119.14,4317.87,938.83,23.14,1.3843
2024-05-02,24.0,95.5,2115.7,179.9,756.9,126.1,3218.33,4536.1,974.13,23.24,1.4095
2024-05-03,24.0,95.49,2121.1,179.9,767.0,126.6,3234.42,4306.7,984.5,23.34,1.3315
2024-05-04,24.0,97.71,2089.3,179.5,724.3,126.7,3396.28,4438.52,1039.57,23.44,1.3069
2024-05-05,24.0,97.83,2094.5,180.7,723.4,127.3,3121.35,3839.64,960.78,23.54,1.2301
2024-05-06,24.0,96.54,2063.1,179.3,748.1,128.9,3191.54,4159.97,987.89,23.64,1.3034
2024-05-07,24.0,98.82,2091.2,179.7,733.6,129.3,3320.41,4353.67,1033.55,23.74,1.3112
2024-05-08,24.0,99.63,2096.7,180.8,690.4,130.3,3290.97,4138.64,1030.14,23.84,1.2576
2024-05-09,24.0,98.07,2093.8,180.2,717.9,128.1,3250.12,4283.68,1023.06,23.94,1.318
2024-05-10,24.0,97.79,2069.3,180.0,721.7,127.3,3257.74,4079.87,1031.21,24.04,1.2524
2024-05-11,24.0,96.47,2086.3,180.0,740.6,127.0,3182.43,4438.65,1013.02,24.15,1.3947
